http://dbpedia.org/resource/Common_carotid_artery	Common carotid artery	A07.231.114.186.200	In human anatomy, the left and right common carotid arteries are arteries that supply the head and neck with oxygenated blood; they divide in the neck to form the external and internal carotid arteries.
http://dbpedia.org/resource/Dura_mater	Dura mater	A08.186.566.395	"Dura mater /ËˆdjÊŠÉ™rÉ™ ËˆmeÉªtÉ™r/, or dura, is the outermost of the three layers of the meninges surrounding the brain and spinal cord. It is derived from mesoderm. The other two meningeal layers are the pia mater and the arachnoid mater. The dura surrounds the brain and the spinal cord and is responsible for keeping in the cerebrospinal fluid. The name dura mater is derived from the Latin ""tough mother"", a loan translation of Arabic Ø£Ù… Ø§Ù„Ø¯Ù…Ø§Øº Ø§Ù„ØµÙﾁÙŠÙ‚Ø© (umm al-dimÄﾁgh aá¹£-á¹£afÄ«qah), literally thick mother of the brain, matrix of the brain. and is also referred to by the term ""pachymeninx"" (plural ""pachymeninges""). The dura has been described as ""tough and inflexible"" and ""leather-like""."
http://dbpedia.org/resource/Entorhinal_cortex	Entorhinal cortex	A08.186.211.577.710.225	The entorhinal cortex (EC) (ento = interior, rhino = nose, entorhinal = interior to the rhinal sulcus) is an area of the brain located in the medial temporal lobe and functioning as a hub in a widespread network for memory and navigation. The EC is the main interface between the hippocampus and neocortex. The EC-hippocampus system plays an important role in autobiographical/declarative/episodic memories and in particular spatial memories including memory formation, memory consolidation, and memory optimization in sleep. The EC is also responsible for the pre-processing (familiarity) of the input signals in the reflex nictitating membrane response of classical trace conditioning, the association of impulses from the eye and the ear occurs in the entorhinal cortex.
http://dbpedia.org/resource/Epineurium	Epineurium	A08.800.800	"The epineurium is the outermost layer of connective tissue surrounding a peripheral nerve. It is made of dense irregular connective tissue and usually contains multiple nerve fascicles as well as blood vessels which supply the nerve. Smaller branches of these blood vessels penetrate into the perineurium. The epineurium is formed when the spinal nerve leaves the vertebral canal via the intervertebral foramen and two layers of the spinal meninges invaginate the nerveâ€”arachnoid and duraâ€”forming a ""dural sleeve"" which is the epineurium. A type of surgery that involves the epineurium is epineurial repair."
http://dbpedia.org/resource/External_carotid_artery	External carotid artery	A07.231.114.186.200.210	In human anatomy, the external carotid artery is a major artery of the head and neck. It arises from the common carotid artery when it bifurcates into the external and internal carotid artery.
http://dbpedia.org/resource/External_jugular_vein	External jugular vein	A07.231.908.498	The external jugular vein receives the greater part of the blood from the exterior of the cranium and the deep parts of the face, being formed by the junction of the posterior division of the retromandibular vein with the posterior auricular vein.
http://dbpedia.org/resource/Foramen_magnum	Foramen magnum	A02.835.232.781.572.434	In anatomy, the foramen magnum is a large opening in the occipital bone of the cranium. It is one of the several oval or circular apertures in the base of the skull, through which the medulla oblongata (an extension of the spinal cord) enters and exits the skull vault. Apart from the transmission of the medulla oblongata and its membranes, the foramen magnum transmits the spinal accessory nerve, vertebral arteries, the anterior and posterior spinal arteries, the membrana tectoria and alar ligaments.
http://dbpedia.org/resource/Foramen_ovale_(heart)	Foramen ovale	A07.541.459	In the fetal heart, the foramen ovale, also foramen Botalli, ostium secundum of Born or falx septi, allows blood to enter the left atrium from the right atrium. It is one of two fetal cardiac shunts, the other being the ductus arteriosus (which allows blood that still escapes to the right ventricle to bypass the pulmonary circulation). Another similar adaptation in the fetus is the ductus venosus. In most individuals, the foramen ovale closes at birth. It later forms the fossa ovalis.
http://dbpedia.org/resource/Human_leg	Human leg	A01.378.610.500	The human leg is the entire lower extremity or limb of the human body, including the foot, thigh and even the hip or gluteal region; however, the precise definition in human anatomy refers only to the section of the lower limb extending from the knee to the ankle. Legs are used for standing, walking, jumping, running, kicking, and similar activities, and constitute a significant portion of a person's mass.
http://dbpedia.org/resource/Human_lung	Lungs	A04.411	"The human lungs are the organs of respiration in humans. Humans have two lungs, a right lung and a left lung. The right lung consists of three lobes while the left lung is slightly smaller consisting of only two lobes (the left lung has a ""cardiac notch"" allowing space for the heart within the chest). Together, the lungs contain approximately 2,400 kilometres of airways and 300 to 500 million alveoli, having a total surface area of about 70 square metres (8,4 x 8,4 m) in adultsÂ â€” roughly the same area as one side of a tennis court. Furthermore, if all of the capillaries that surround the alveoli were unwound and laid end to end, they would extend for about 992 kilometres . Each lung weighs 1.1 kilograms, therefore making the entire organ about 2.3 kilograms . The trachea divides into two bronchi (one for each side) at the level of T4. This junction is also known as the carina. The conducting zone contains the trachea, the bronchi, the bronchioles, and the terminal bronchioles The respiratory zone contains the respiratory bronchioles, the alveolar ducts, and the alveoli. The conducting zone and the respiratory stuffers (but not the alveoli) are made up of airways. The conducting zone has no gas exchange with the blood, and is reinforced with cartilage in order to hold open the airways. The conducting zone warms the air to 37 Â°C and humidifies the air. It also cleanses the air by removing particles via cilia located on the walls of all the passageways. The lungs are surrounded by the rib cage. The respiratory zone is the site of gas exchange with blood. The sympathetic nervous system via noradrenaline acting on the beta receptors causes bronchodilation. The parasympathetic nervous system via acetylcholine, which acts on the M-3 muscarinic receptors, maintains the resting tone of the bronchiolar smooth muscle. This action is related, although considered distinct from bronchoconstriction. Many other non-autonomic nervous and biochemical stimuli, including carbon dioxide and oxygen, are also involved in the regulation process. The pleural cavity is the potential space between the parietal pleura, lining the inner wall of the thoracic cage, and the visceral pleura lining the lungs. The lung parenchyma is strictly used to refer solely to alveolar tissue with respiratory bronchioles, alveolar ducts and terminal bronchioles. However, it often includes any form of lung tissue, also including bronchioles, bronchi, blood vessels and lung interstitium."
http://dbpedia.org/resource/Hyoid_bone	Hyoid bone	A02.835.232.409	"The hyoid bone (lingual bone) is a horseshoe-shaped bone situated in the anterior midline of the neck between the chin and the thyroid cartilage. At rest, it lies at the level of the base of the mandible in the front and the third cervical vertebra (C3) behind. Unlike other bones, the hyoid is only distantly articulated to other bones by muscles or ligaments. The hyoid is anchored by muscles from the anterior, posterior and inferior directions, and aids in tongue movement and swallowing. The hyoid bone provides attachment to the muscles of the floor of the mouth and the tongue above, the larynx below, and the epiglottis and pharynx behind. Its name is derived from the Greek word hyoeides meaning ""shaped like the letter upsilon""."
http://dbpedia.org/resource/Internal_iliac_artery	Internal iliac	A07.231.114.444	The internal iliac artery (formerly known as the hypogastric artery) is the main artery of the pelvis.
http://dbpedia.org/resource/Intervertebral_disc	Intervertebral disc	A02.165.308.410	Intervertebral discs (or intervertebral fibrocartilage) lie between adjacent vertebrae in the spine. Each disc forms a cartilaginous joint to allow slight movement of the vertebrae, and acts as a ligament to hold the vertebrae together.
http://dbpedia.org/resource/Maxillary_nerve	Maxillary nerve	A08.800.800.120.760.550	The maxillary nerve (CN V2) is one of the three branches of the trigeminal nerve, the fifth cranial nerve. It comprises the principal functions of sensation from the maxillary, nasal cavity, sinuses, the palate and subsequently that of the mid-face, and is intermediate, both in position and size, between the ophthalmic nerve and the mandibular nerve. Its function is the transmission of sensory fibers from the maxillary teeth, the skin between the palpebral fissure and the mouth, and from the nasal cavity and sinuses.
http://dbpedia.org/resource/Maxillary_sinus	Maxillary sinus	A04.531.621.578	The pyramid shaped maxillary sinus (or antrum of Highmore) is the largest of the paranasal sinuses, and drains into the middle meatus of the nose. It is present at birth as rudimentary air cells, and develops throughout childhood.
http://dbpedia.org/resource/Metatarsus	Metatarsal	A01.378.610.250.300.480	The metatarsus or metatarsal bones are a group of five long bones in the foot located between the tarsal bones of the hind- and mid-foot and the phalanges of the toes. Lacking individual names, the metatarsal bones are numbered from the medial side: the first, second, third, fourth, and fifth metatarsal (often depicted with Roman numerals). The metatarsals are analogous to the metacarpal bones of the hand. The length of the metatarsal bones in humans are in falling order; second, third, fourth, fifth and first.
http://dbpedia.org/resource/Metathalamus	Metathalamus	A08.186.211.730.385.826.701.444	The metathalamus is a composite structure of the thalamus, consisting of the medial geniculate nucleus and the lateral geniculate nucleus.
http://dbpedia.org/resource/Nasolacrimal_duct	Nasolacrimal duct	A09.371.463.640	The nasolacrimal duct (sometimes called the tear duct) carries tears from the lacrimal sac into the nasal cavity. The opening of the nasolacrimal duct into the inferior nasal meatus is partially covered by a mucosal fold (valve of Hasner or plica lacrimalis). Excess tears flow through nasolacrimal duct which drains into the inferior nasal meatus. This is the reason the nose starts to run when a person is crying or has watery eyes from an allergy, and why one can sometimes taste eye drops. Like the lacrimal sac, the duct is lined by stratified columnar epithelium containing mucus-secreting goblet cells, and is surrounded by connective tissue. Obstruction of the nasolacrimal duct, known as dacryostenosis, leads to the excess overflow of tears called epiphora. A congenital obstruction can cause cystic expansion of the duct and is called a dacrocystocele or Timo cyst. Persons with dry eye conditions can be fitted with punctal plugs that seal the ducts to limit the amount of fluid drainage and retain moisture. The canal containing the nasolacrimal duct is called the nasolacrimal canal.
http://dbpedia.org/resource/Neurolemma	Neurolemma	Neurilemma	Neurolemma (also known as neurilemma or sheath of Schwann) is the outermost nucleated cytoplasmic layer of Schwann cells that surrounds the axon of the neuron. It forms the outermost layer of the nerve fiber in the peripheral nervous system. The neurolemma is underlain by the basal lamina (referred to as the medullary sheath in the included illustrations). In CNS, axons are myelinated by oligodendrocytes, thus lack neurolemma. The myelin sheaths of Oligodendrocytes do not have neurolemma because excess cytoplasm is directed centrally toward the Oligodendrocyte cell body. A neurilemoma is a tumor of the neurilemma.
http://dbpedia.org/resource/Olfactory_epithelium	Olfactory epithelium	A04.531.520.573	The olfactory epithelium is a specialized epithelial tissue inside the nasal cavity that is involved in smell. In humans, it measures about 3 square centimeters (on each side) and lies on the roof of the nasal cavity about 7Â cm above and behind the nostrils. The olfactory epithelium is the part of the olfactory system directly responsible for detecting odors.
http://dbpedia.org/resource/Ovarian_follicle	Ovarian follicle	A05.360.319.114.630.535	Ovarian follicles are the basic units of female reproductive biology, each of which is composed of roughly spherical aggregations of cells found in the ovary. They contain a single oocyte (immature ovum or egg). These structures are periodically initiated to grow and develop, culminating in ovulation of usually a single competent oocyte in humans. These eggs/ova are only developed once every menstrual cycle (e.g. once a month in humans).
http://dbpedia.org/resource/Pectoralis_major_muscle	Pectoralis major	A02.633.567.775	The pectoralis major is a thick, fan-shaped muscle, situated at the chest of the human body. It makes up the bulk of the chest muscles in the male and lies under the breast in the female. Underneath the pectoralis major is the pectoralis minor, a thin, triangular muscle.
http://dbpedia.org/resource/Pia_mater	Pia mater	A08.186.566.731	"Pia mater often referred to as simply the pia, is the delicate innermost layer of the meninges, the membranes surrounding the brain and spinal cord. The word finds its roots in Latin, meaning literally ""tender mother. "" The other two meningeal membranes are the dura mater and the arachnoid mater. Pia mater is a thin fibrous tissue that is impermeable to fluid. This allows the pia mater to enclose cerebrospinal fluid. By containing this fluid the pia mater works with the other meningeal layers to protect and cushion the brain. The pia mater allows blood vessels to pass through and nourish the brain. The perivascular space created between blood vessels and pia mater functions as a lymphatic system for the brain. When the pia mater becomes irritated and inflamed the result is meningitis."
http://dbpedia.org/resource/Posterior_pituitary	Posterior pituitary	A06.407.747.734	The posterior pituitary (or neurohypophysis) comprises the posterior lobe of the pituitary gland and is part of the endocrine system. Despite its name, the posterior pituitary gland is not a gland, per se; rather, it is largely a collection of axonal projections from the hypothalamus that terminate behind the anterior pituitary gland. It is where neurohypophysial hormones are stored and released.
http://dbpedia.org/resource/Reticular_formation	reticular formation	A08.186.211.132.772	The reticular formation is a region in the brainstem that is involved in multiple tasks such as regulating the sleep-wake cycle and filtering incoming stimuli to discriminate irrelevant background stimuli. It is essential for governing some of the basic functions of higher organisms, and is one of the phylogenetically oldest portions of the brain.
http://dbpedia.org/resource/Soft_palate	Soft palate	A14.549.617.780	The soft palate (also known as velum or muscular palate) is, in mammals, the soft tissue constituting the back of the roof of the mouth. The soft palate is distinguished from the hard palate at the front of the mouth in that it does not contain bone.
http://dbpedia.org/resource/Spermatid	Spermatid	A05.360.490.890.860	The spermatid is the haploid male gametid that results from division of secondary spermatocytes. As a result of meiosis, each spermatid contains only half of the genetic material present in the original primary spermatocyte. Spermatids are connected by cytoplasmic material and have superfluous cytoplasmic material around their nuclei. When formed, early round spermatids must undergo further maturational events to develop into spermatozoa, a process termed spermiogenesis (also termed spermeteliosis). The spermatids begin to grow a living thread, develop a thickened mid-piece where the mitochondria become localised, and form an acrosome. Spermatid DNA also undergoes packaging, becoming highly condensed. The DNA is packaged firstly with specific nuclear basic proteins, which are subsequently replaced with protamines during spermatid elongation. The resultant tightly packed chromatin is transcriptionally inactive.
http://dbpedia.org/resource/Stellate_ganglion	Stellate ganglion	A08.340.315.350.800	The stellate ganglion (or cervicothoracic ganglion or inferior cervical ganglion) is a sympathetic ganglion formed by the fusion of the inferior cervical ganglion and the first thoracic ganglion. Stellate ganglion is located at the level of C7, anterior to the transverse process of C7, anterior to the neck of the first rib, and just below the subclavian artery.
http://dbpedia.org/resource/Trabecular_meshwork	Trabecular meshwork	A09.371.060.932	The trabecular meshwork is an area of tissue in the eye located around the base of the cornea, near the ciliary body, and is responsible for draining the aqueous humor from the eye via the anterior chamber (the chamber on the front of the eye covered by the cornea). The tissue is spongy and lined by trabeculocytes; it allows fluid to drain into a set of tubes called Schlemm's canal flowing into the blood system.
http://dbpedia.org/resource/Umbilical_artery	Umbilical artery	A07.231.114.929	The umbilical artery is a paired artery (with one for each half of the body) that is found in the abdominal and pelvic regions. In the fetus, it extends into the umbilical cord.
http://dbpedia.org/resource/Vertebral_subluxation	Spinal nerve roots	A08.800.800.720.725	"In chiropractic, vertebral subluxation is a set of signs and symptoms of the spinal column. Those chiropractors who assert this concept (specifically, ""straight chiropractors"") also add a visceral component to the definition. Chiropractors maintain that a vertebral subluxation complex is a dysfunctional biomechanical spinal segment which is fixated. Chiropractors additionally assert that the dysfunction actively alters neurological function, which in turn, is believed to lead to neuromusculoskeletal and visceral disorders. The WHO acknowledges this difference between the medical and chiropractic definitions of a subluxation. Medical doctors only refer to ""significant structural displacements"" as subluxations, whereas chiropractors suggest that a dysfunctional segment, whether displaced significantly or not, should be referred to as a subluxation. This difference has been noted in the proceedings of the chiropractic profession's Mercy Center Consensus Conference: ""The chiropractic profession refers to this concept as a 'subluxation'. This use of the word subluxation should not be confused with the term's precise anatomic usage, which considers only the anatomical relationships. "" The chiropractic vertebral subluxation complex has been a source of controversy since its inception in 1895 due to its metaphysical origins and claims of far reaching effects on health and disease. Although some chiropractic associations and colleges support the concept of subluxation, many in the chiropractic profession reject it and shun the use of this term as a diagnosis In the United States and in Canada the term nonallopathic lesion is commonly used in place of subluxation as a diagnosis, and is considered a more accurate descriptor of lesions that chiropractors treat most commonly."
http://dbpedia.org/resource/Zona_pellucida	Zona pellucida	A05.360.490.690.950	The zona pellucida (plural zonae pellucidae, also egg coat or pellucid zone) is a glycoprotein membrane surrounding the plasma membrane of an oocyte. It is a vital constitutive part of the oocyte, external but of essential importance to it. The zona pellucida first appears in unilaminar primary oocytes. It is secreted by both the oocyte and the follicular cells. This structure binds spermatozoa, and is required to initiate the acrosome reaction. In the mouse (the best characterised mammalian system), the zona glycoprotein, ZP3, is responsible for sperm binding, adhering to proteins on the sperm plasma membrane (GalT). ZP3 is then involved in the induction of the acrosome reaction, whereby a spermatozoon releases the contents of the acrosomal vesicle. The exact characterisation of what occurs in other species has become more complicated as further zona proteins have been identified. In humans, five days after the fertilization, the blastocyst performs zona hatching; the zona pellucida degenerates and decomposes to be replaced by the underlying layer of trophoblastic cells. The zona pellucida is essential for oocyte death and fertilization. In some older texts, it has also been called zona striata and stratum lucidum (not to be confused with the stratum lucidum of the skin).
http://dbpedia.org/resource/Abdominal_aorta	Abdominal aorta	A07.231.114.056.205	The abdominal aorta is the largest artery in the abdominal cavity. As part of the aorta, it is a direct continuation of the descending aorta (of the thorax).
http://dbpedia.org/resource/Allantois	Allantois	A10.615.284.147	Allantois is a part of a developing amniote's conceptus (which consists of all embryonic and extra-embryonic tissues). It helps the embryo exchange gases and handle liquid waste. The allantois, along with the amnion and chorion (other embryonic membranes), identify humans, and other mammals, as amniotes. Other amniotes include reptiles, dinosaurs, and birds. Of the vertebrates, only Ichthyopsidas lack this structure.
http://dbpedia.org/resource/Anterior_root_of_spinal_nerve	Anterior root of spinal nerve	A08.800.800.720.725	In anatomy and neurology, the ventral root (or anterior root) is the efferent motor root of a spinal nerve. At its distal end, the ventral root joins with the dorsal root to form a mixed spinal nerve.
http://dbpedia.org/resource/Arytenoid_cartilage	Arytenoid cartilage	A02.165.507.083	The arytenoid cartilages are a pair of small three-sided pyramids which form part of the larynx, to which the vocal folds (vocal cords) are attached. These allow and aid in the vocal cords' movement. Each is pyramidal or ladle-shaped in form (arytenoid comes from Greek arytaina meaning ladle + eidos, meaning form), and has three surfaces, a base, and an apex.
http://dbpedia.org/resource/Brainstem	Brainstem	A08.186.211.132	In vertebrate anatomy the brainstem (or brain stem) is the posterior part of the brain, adjoining and structurally continuous with the spinal cord. It is usually described as including the medulla oblongata (myelencephalon), pons (part of metencephalon), and midbrain (mesencephalon). Less frequently, parts of the diencephalon are included. The brain stem provides the main motor and sensory innervation to the face and neck via the cranial nerves. Though small, this is an extremely important part of the brain as the nerve connections of the motor and sensory systems from the main part of the brain to the rest of the body pass through the brain stem. This includes the corticospinal tract (motor), the posterior column-medial lemniscus pathway (fine touch, vibration sensation and proprioception) and the spinothalamic tract (pain, temperature, itch and crude touch). The brain stem also plays an important role in the regulation of cardiac and respiratory function. It also regulates the central nervous system, and is pivotal in maintaining consciousness and regulating the sleep cycle. The brain stem has many basic functions including heart rate, breathing, sleeping and eating.
http://dbpedia.org/resource/Calcaneus	Calcaneus	A02.835.232.043.300.710.300	In humans, the calcaneus (from the Latin calcaneum, meaning heel) or heel bone is a bone of the tarsus of the foot which constitute the heel. In some other animals, it is the point of the hock.
http://dbpedia.org/resource/Cerebellum	Cerebellum	A08.186.211.132.810.428.200	"The cerebellum (Latin for little brain) is a region of the brain that plays an important role in motor control. It may also be involved in some cognitive functions such as attention and language, and in regulating fear and pleasure responses, but its movement-related functions are the most solidly established. The cerebellum does not initiate movement, but it contributes to coordination, precision, and accurate timing. It receives input from sensory systems of the spinal cord and from other parts of the brain, and integrates these inputs to fine tune motor activity. Because of this fine-tuning function, damage to the cerebellum does not cause paralysis, but instead produces disorders in fine movement, equilibrium, posture, and motor learning. In its anatomy, the cerebellum has the appearance of a separate structure attached to the bottom of the brain, tucked underneath the cerebral hemispheres. The surface of the cerebellum is covered with finely spaced parallel grooves, in striking contrast to the broad irregular convolutions of the cerebral cortex. These parallel grooves conceal the fact that the cerebellum is actually a continuous thin layer of tissue (the cerebellar cortex), tightly folded in the style of an accordion. Within this thin layer are several types of neurons with a highly regular arrangement, the most important being Purkinje cells and granule cells. This complex neural network gives rise to a massive signal-processing capability, but almost all of its output is directed to a set of small deep cerebellar nuclei lying in the interior of the cerebellum. In addition to its direct role in motor control, the cerebellum also is necessary for several types of motor learning, the most notable one being learning to adjust to changes in sensorimotor relationships. Several theoretical models have been developed to explain sensorimotor calibration in terms of synaptic plasticity within the cerebellum. Most of them derive from early models formulated by David Marr and James Albus, which were motivated by the observation that each cerebellar Purkinje cell receives two dramatically different types of input: On one hand, thousands of inputs from parallel fibers, each individually very weak; on the other hand, input from one single climbing fiber, which is, however, so strong that a single climbing fiber action potential will reliably cause a target Purkinje cell to fire a burst of action potentials. The basic concept of the Marr-Albus theory is that the climbing fiber serves as a ""teaching signal"", which induces a long-lasting change in the strength of synchronously activated parallel fiber inputs. Observations of long-term depression in parallel fiber inputs have provided support for theories of this type, but their validity remains controversial."
http://dbpedia.org/resource/Conjunctiva	Conjunctiva	A09.371.192	The conjunctiva lines the inside of the eyelids and covers the sclera (white part of the eye). It is composed of non-keratinized, stratified columnar epithelium with goblet cells.
http://dbpedia.org/resource/Cricoid_cartilage	Cricoid cartilage	A02.165.507.211	"The cricoid cartilage, or simply cricoid (from the Greek krikoeides meaning ""ring-shaped""), is the only complete ring of cartilage around the trachea."
http://dbpedia.org/resource/Diaphysis	Diaphysis	A02.835.232.169	The diaphysis is the main or midsection (shaft) of a long bone. It is made up of cortical bone and usually contains bone marrow and adipose tissue (fat). It's a middle tubular part composed of compact bone which surrounds a central marrow cavity which contains red or yellow marrow. In diaphysis, primary ossification occurs.
http://dbpedia.org/resource/Endolymph	Endolymph	A12.207.270.517.324	Endolymph is the fluid contained in the membranous labyrinth of the inner ear. It is also called Scarpa's fluid, after Antonio Scarpa.
http://dbpedia.org/resource/Epididymis	Epididymis	A05.360.444.371	The epididymis is part of the male reproductive system and is present in all male amniotes. It is a single, narrow, tightly-coiled tube (in adult humans, six to seven meters in length) connecting the efferent ducts from the rear of each testicle to its vas deferens. A similar, but probably non-homologous, structure is found in cartilaginous fishes.
http://dbpedia.org/resource/Epiglottis	Epiglottis	A02.165.257.625.411	The epiglottis is a flap that is made of elastic cartilage tissue covered with a mucous membrane, attached to the entrance of the larynx. It projects obliquely upwards behind the tongue and the hyoid bone, pointing dorsally. The term, like tonsils, is often incorrectly used to refer to the uvula. There are taste buds on the epiglottis.
http://dbpedia.org/resource/Epiphysis	Epiphysis	A02.835.232.251	The epiphysis is the rounded end of a long bone, at its joint with adjacent bone(s). Between the epiphysis and diaphysis (the long midsection of the long bone) lies the metaphysis, including the epiphyseal plate (growth plate). At the joint, the epiphysis is covered with articular cartilage; below that covering is a zone similar to the epiphyseal plate, known as subchondral bone. The epiphysis is filled with red bone marrow, which produces erythrocytes (red blood cells).
http://dbpedia.org/resource/Glomerulus	Glomerulus	A05.810.453.324.359	In the kidney, a tubular structure called the nephron filters blood to form urine. At the beginning of the nephron, the glomerulus /É¡lÉ’ËˆmÉ›rÉ™lÉ™s/ is a network (tuft) of capillaries that performs the first step of filtering blood. The glomerulus is surrounded by Bowman's capsule. The blood is filtered through the capillaries of the glomerulus into the Bowman's capsule. The Bowman's capsule empties the filtrate into a tubule that is also part of the nephron. A glomerulus receives its blood supply from an afferent arteriole of the renal circulation. Unlike most other capillary beds, the glomerulus drains into an efferent arteriole rather than a venule. The resistance of these arterioles results in high pressure within the glomerulus, aiding the process of ultrafiltration, where fluids and soluble materials in the blood are forced out of the capillaries and into Bowman's capsule. A glomerulus and its surrounding Bowman's capsule constitute a renal corpuscle, the basic filtration unit of the kidney. The rate at which blood is filtered through all of the glomeruli, and thus the measure of the overall renal function, is the glomerular filtration rate (GFR).
