http://dbpedia.org/resource/Swedish_interactive_thresholding_algorithm	Swedish interactive thresholding algorithm	Usually referred to as SITA, the 'Swedish interactive thresholding algorithm is a method to test for visual field loss, usually in glaucoma testing or monitoring. It is combined with a visual field test such as standard automated perimetry (SAP) or short wavelength automated perimetry (SWAP) to determine visual fields in a more efficient manner. Standard automated perimetry determines how dim of light (the threshold) can be seen at various points in an individual eye's visual field. Various algorithms have been developed to determine this threshold in the dozens to over a hundred individual points in a single visual field. The SITA algorithm optimizes the determination of perimetry thresholds by continuously estimating what the expected threshold is based on the patient's age and neighboring thresholds. In this manner, it can reduce the time necessary to acquire a visual field by up to 50%. In this manner, it decreases patient fatigue and increases reliability. SITA mode is now widely used in many computerized automated perimeters. The testing mode interrupts testing when measurement error is reached. This results in a shorter test time with reportedly equal accuracy as other automated threshold visual fields. See Visual Field Test
http://dbpedia.org/resource/Cardiac_catheterization	Cardiac catheterization	Cardiac catheterization (heart cath) is the insertion of a catheter into a chamber or vessel of the heart. This is done for both diagnostic and interventional purposes. Subsets of this technique are mainly coronary catheterization, involving the catheterization of the coronary arteries, and catheterization of cardiac chambers and valves.
http://dbpedia.org/resource/Cardiotocography	Cardiotocography	In medicine, cardiotocography (CTG) is a technical means of recording (-graphy) the fetal heartbeat (cardio-) and the uterine contractions (-toco-) during pregnancy, typically in the third trimester. The machine used to perform the monitoring is called a cardiotocograph, more commonly known as an electronic fetal monitor (EFM). The invasive fetal monitoring was invented by Doctors Alan Bradfield, Orvan Hess and Edward Hon. A refined (antepartal, non-invasive, beat-to-beat) version (cardiotocograph) was later developed for Hewlett Packard by Dr. Konrad Hammacher.
http://dbpedia.org/resource/Pulse_oximetry	Pulse oximetry	Pulse oximetry is a non-invasive method allowing the monitoring of the saturation of a patient's hemoglobin. A sensor is placed on a thin part of the patient's body, usually a fingertip or earlobe, or in the case of an infant, across a foot. Light of two wavelengths is passed through the patient to a photodetector. The changing absorbance at each of the wavelengths is measured, allowing determination of the absorbances due to the pulsing arterial blood alone, excluding venous blood, skin, bone, muscle, fat, and (in most cases) nail polish. With NIRS it is possible to measure both oxygenated and deoxygenated hemoglobin on a peripheral scale (possible on both brain and muscle). Reflectance pulse oximetry may be used as an alternative to transmissive pulse oximetery described above. This method does not require a thin section of the patient's body and is therefore well suited to more universal application such as the feet, forehead and chest, but it also has some limitations. Vasodilation and pooling of venous blood in the head due to compromised venous return to the heart, as occurs with congenital cyanotic heart disease patients, or in patients in the Trendelenburg position, can cause a combination of arterial and venous pulsations in the forehead region and lead to spurious SpO2Â  results.
http://dbpedia.org/resource/Langleys_nicotine_test	Langleys nicotine test	"The Langley Nicotine test is used to determine the relay-site of autonomic fibers. The test is the following: First stimulate the preganglionic fiber and notice the response that appears. By adding a large dose of nicotine, the ganglion (site of relay between pre- and postganglionic fibers) is blocked. Now the preganglionic fiber is restimulated again. If there is still a response, the fiber does not relay in the ganglion. But if there is no response, the fiber relays (""synapses"") in the ganglion."
http://dbpedia.org/resource/Scripps_Genomic_Health_Initiative	Scripps Genomic Health Initiative	"The Scripps Genomic Health Initiative (SGHI) is a ground-breaking study aimed at understanding how personal genetic testing influences and improves health. Led by Dr. Eric Topol, director of the San Diego-based Scripps Translational Science Institute, the 20-year initiative will determine whether patients make an effort to improve their lifestyle and get regular checkups after learning their genetic predisposition for many common diseases. Researchers will also assess the psychological impact of genomic testing, and whether those who do it are able to prevent or delay disease by taking action after getting their results. The study was launched in October 2008 and will follow more than 10,000 adults. A consortium of health care, technology and research leaders have joined forces in the first-of-its-kind research study, including genetic test provider Navigenics Inc. , Affymetrix and Microsoft Corp. Study participants receive a scan of their genome and a detailed analysis of their genetic risk for more than 20 health conditions that may be changed by lifestyle, including type 2 diabetes, Alzheimerâ€™s disease, heart attack, obesity, and several types of cancer. Said Peter Neupert, corporate VP for the Health Solutions Group at Microsoft: ""Personalized medicine stands to change the way people approach their health and wellness, as well as open up new genetic research opportunities."""
http://dbpedia.org/resource/California_mastitis_test	California mastitis test	The California Mastitis Test (CMT) is a simple cow-side indicator of the somatic cell count of milk. It operates by disrupting the cell membrane of any cells present in the milk sample, allowing the DNA in those cells to react with the test reagent, forming a gel. It provides a useful technique for detecting subclinical mastitis.
http://dbpedia.org/resource/High_resolution_manometry	High resolution manometry	"High-resolution manometry (HRM) is a gastrointestinal motility diagnostic system that measures intraluminal pressure activity in the gastrointestinal tract using a series of closely spaced pressure sensors. For a manometry system to be classified as ""high-resolution"" as opposed to ""conventional"", the pressure sensors need to be spaced at most 1Â cm apart. Two dominant pressure transduction technologies are used: solid state pressure sensors and water perfused pressure sensors. Each pressure transduction technology has its own inherent advantages and disadvantages. HRM systems also require advanced computer hardware and software to store and analyze the manometry data."
http://dbpedia.org/resource/Liebermann%E2%80%93Burchard_test	Liebermannâ€“Burchard test	The Liebermannâ€“Burchard or acetic anhydride test is used for the detection of cholesterol. The formation of a green or green-blue colour after a few minutes is positive. Liebermanâ€“Burchard is a reagent used in a colourimetric test to detect cholesterol, which gives a deep green colour. This colour begins as a purplish, pink colour and progresses through to a light green then very dark green colour. The colour is due to the hydroxyl group (-OH) of cholesterol reacting with the reagents and increasing the conjugation of the un-saturation in the adjacent fused ring. Since this test uses acetic anhydride and sulfuric acid as reagents, caution must be exercised so as not to receive severe burns. MethodÂ : Dissolve one or two crystals of cholesterol in dry chloroform in a dry test tube. Add several drops of acetic anhydride and then 2 drops of conc.H2SO4 and mix carefully. After the reaction finished, the concentration of cholesterol can be measured using spectrophotometry.
http://dbpedia.org/resource/Bronchial_challenge_test	Bronchial challenge test	A bronchial challenge test is a medical test used to assist in the diagnosis of asthma. The patient breathes in nebulized methacholine or histamine. Thus the test may also be called a methacholine challenge test or histamine challenge test respectively. Both drugs provoke bronchoconstriction, or narrowing of the airways. Whereas histamine causes nasal and bronchial mucus secretion and bronchoconstriction via the H1 receptor, methacholine utilizes the M3 receptor for bronchoconstriction. The degree of narrowing can then be quantified by spirometry. People with pre-existing airway hyperreactivity, such as asthmatics, will react to lower doses of drug. Sometimes, to assess the reversibility of a particular condition, a bronchodilator is administered to counteract the effects of the bronchoconstrictor before repeating the spirometry tests. This is commonly referred to as a reversibility test, or a post bronchodilator test (post BD), and may help in distinguishing asthma from chronic obstructive pulmonary disease. False positives and negatives are possible in the bronchial challenge test. In addition, asthma may be temporary due to an exposure to noxious stimuli or exercise. The bronchial challenge test is physically demanding, and the results can be affected by muscular weakness or exhaustion. The inhaled drug can stimulate the upper airway sufficiently to cause violent coughing. This can make spirometry difficult or impossible. This test is contraindicated in patients with severe airway obstruction due to the obvious worsening of the obstruction.
http://dbpedia.org/resource/Focused_Impedance_Measurement	Focused Impedance Measurement	The Focused Impedance Measurement (FIM) is a recent technique for measurement of tissue impedance in the human body with improved zone localization compared to conventional methods. This method was proposed and developed by Department of Biomedical Physics and Technology of University of Dhaka under the close supervision of Prof. Khondkar Siddique-e-Rabbani; who first introduced the idea and FIM is considered widely as the brainchild of his. For the simplicity and accuracy offered by FIM, it may prove to be a potential replacement of other earlier methods like Four Electrode Impedance Measurement (FEIM) and Electrical impedance Tomography (EIT) in many practical measurement situations. FIM can be considered as the technique that bridges FEIM and EIT. Many biological parameter and processes can sensed and monitored using their impedance as marker . Measurement of electrical bioimpedance is relatively easy to do. It requires little equipment, can be done with simple and small instruments. Due to the simplicity of the equipment and with the advantage that measurement technique is non-invasive it may be made low cost. Measurement of electrical impedance to obtain physiological or diagnostic information has been of interest to researchers for many years. Conventional Four Electrode or Tetra-polar Impedance Measurement (TPIM) is a simple technique, where current is driven through a pair of electrodes while potential is measured across another pair in order to eliminate the inclusion of contact impedance, but the zone of sensitivity is not well defined and many include organs other that those of interest, thus making the interpretations difficult and unreliable. It needs to be mentioned that for such impedance measurement on the human body, ac driving currents of frequencies greater than 10 kHz are usually employed because of various consideration; tissue electrolysis and unstable contact potential at dc at very low frequencies, and neuro-muscular stimulation at frequencies less than 10 kHz being the main effects that need to be avoided. At the relatively high measurement frequencies, skin electrode impedance are low (because of capacitive reactance) and this allows measurement of tissue impedance in the bulk of the body, even if measurements are made using skin surface electrodes. A remarkable progress in impedance measurements was the introduction of Electrical Impedance Tomography (EIT) by a group in Sheffield, UK, using which a 2D distribution of tissue impedance in the plane of the electrodes was obtained through back-projection technique similar to that used in X-ray and CT. This used 16 electrodes around the thorax in the transverse plane for its initial applications. The human body has uneven geometry and unequal distribution of conductivity inside, which again varies from person to person and between phases of normal body activity making an accurate analytical treatment difficult. Electrical impedance in tissues is a function of variables such as ion concentrations, cell geometry, extra-cellular fluids, intra-cellular fluids and organ geometry, so it is easy to imagine that sensitivity to different changes in these variables may be detectable. Unfortunately it is difficult to established a link between measured impedance change and a change in one or more of the input variables. This tagged electrical bioimpedance measurements as in general- has good sensitivity but poor specificity. Conventional four-electrode impedance measurements (FEIM) cannot localize a zone of interest in a volume conductor. On the other hand, electrical impedance tomography (EIT) system offers an image with reasonable resolution, but is complex and needs many electrodes. By placing two FEIM systems perpendicular to each other over a common zone at the center and combining the two results, it is possible to obtain enhanced sensitivity over this central zone. This is the basis of the focused impedance measurement (FIM). This new method may be useful for impedance measurements of large organs like stomach, heart, and lungs. Being much simpler in comparison to EIT, multifrequency systems can be simply built for FIM. Besides, FIM may have utility in other fields like geology where impedance measurements are performed.
http://dbpedia.org/resource/Phi_complex	Phi complex	"The phi complex is a brain rhythm in the awake human brain that appears to serve various social functions. Phi is one of several brain rhythms in the awake human brain that coordinate human behavior. ""Phi"" operates in the 10-Hz band (ten oscillations per second), and is located above the right centro-parietal cortex. It consists of two components, one favoring independent behaviors, and the other favoring interpersonal coordination between people. The brain wave patterns of the phi complex are consistent with those of waves produced in the human mirror neuron system. The phi complex may reflect the influence of one person upon another's behavior, with phi-1 expressing the inhibition of the human mirror neuron system and phi-2 its enhancement."
http://dbpedia.org/resource/Cardiac_stress_test	Cardiac stress test	Cardiac stress test (or Cardiac diagnostic test) is a test used in medicine and cardiology to measure the heart's ability to respond to external stress in a controlled clinical environment. The stress response is induced by exercise or drug stimulation. Cardiac stress tests compare the coronary circulation while the patient is at rest with the same patient's circulation observed during maximum physical exertion, showing any abnormal blood flow to the heart's muscle tissue. The results can be interpreted as a reflection on the general physical condition of the test patient. This test can be used to diagnose ischemic heart disease, and for patient prognosis after a heart attack.
http://dbpedia.org/resource/Pack_year	Pack year	A pack year is a quantification of cigarette smoking.
http://dbpedia.org/resource/Scanning_laser_polarimetry	Scanning laser polarimetry	"Scanning laser polarimetry is the use of polarised light to measure the thickness of the retinal nerve fiber layer as part of a glaucoma workup. The GDx-VCC is one example. However a Dutch study found that while there is a correlation between standard automated perimetry and GDx VCC measurements in patients with glaucoma, suggesting that GDx VCC measurements relate well with functional loss in glaucoma, in healthy subjects, they found virtually no correlation between perimetry and GDx VCC measurements. This would cast doubt on its predictive value and suggests false positives. seeÂ : ""The Relationship between Standard Automated Perimetry and GDx VCC Measurements"", Nicolaas J. Reus and Hans G. Lemij.... From the Glaucoma Service, The Rotterdam Eye Hospital, Rotterdam, The Netherlands. For overview, this first prototype of this instrument was developed about 10 years ago, and was first released commercially as the GDx Nerve fiber analyzer (Laser Diagnostic Technologies Inc). The second generation product is called the GDx Access. The field of view is 15 degree and imaging should be performed through an undilated pupil. The polarised laser scans the fundus, building a monochromatic image. The state of polarisation of the light is changed (retardation) as it passes through birefringent tissue (cornea and RNFL). Corneal birefringence is eliminated (in part) by a proprietary 'corneal compensator'. The amount of retardation of light reflected from the fundus is converted to RFNL thickness. Sub-optimal compensation of corneal birefringence is currently being addressed by the manufacturer with hardware and software modifications. The GDx scanning laser measures the thickness of the retinal nerve fiber layer, which is the very first part of your eye that is damaged by glaucoma. Before we go any further, let we see the basic instrument in this GDx. This instrument use GaAIAs diode laser as a source of light. This diode will emit polarized light. The source is HeNe (632.8Â nm) and argon (514Â nm). Polarization modulator in this instrument will changes the polarization states of the laser output. The linearly polarized beam from the laser is passed through the rotating quarter-wave of retarder. Scanning unit in this instrument is used to moves the beam horizontally and vertically on the retina. The focused of the beam is 35Î¼m in diameter. This instrument also have polarization detector. It uses to detect polarized light that is reflected back from cornea. It also uses to analyze the any change in the polarization of the reflected radiation. This element consists of a second synchronously rotating quarter-wave retarder and a linear polarizer in front of the photo-detector. The output is then sampled, digitized, and stored by a computer."
http://dbpedia.org/resource/Arterial_resistivity_index	Arterial resistivity index	The arterial resistivity index (also called as Resistance index, abbreviated as RI), developed by Leandre Pourcelot, is a measure of pulsatile blood flow that reflects the resistance to blood flow caused by microvascular bed distal to the site of measurement.
http://dbpedia.org/resource/Photoplethysmogram	Photoplethysmogram	A photoplethysmogram (PPG) is an optically obtained plethysmogram, a volumetric measurement of an organ. A PPG is often obtained by using a pulse oximeter which illuminates the skin and measures changes in light absorption (Shelley and Shelley, 2001). A conventional pulse oximeter monitors the perfusion of blood to the dermis and subcutaneous tissue of the skin. With each cardiac cycle the heart pumps blood to the periphery. Even though this pressure pulse is somewhat damped by the time it reaches the skin, it is enough to distend the arteries and arterioles in the subcutaneous tissue. If the pulse oximeter is attached without compressing the skin, a pressure pulse can also be seen from the venous plexus, as a small secondary peak. The change in volume caused by the pressure pulse is detected by illuminating the skin with the light from a light-emitting diode (LED) and then measuring the amount of light either transmitted or reflected to a photodiode. Each cardiac cycle appears as a peak, as seen in the figure. Because blood flow to the skin can be modulated by multiple other physiological systems, the PPG can also be used to monitor breathing, hypovolemia, and other circulatory conditions (Reisner, et al. , 2008). Additionally, the shape of the PPG waveform differs from subject to subject, and varies with the location and manner in which the pulse oximeter is attached.
http://dbpedia.org/resource/Miller_Fisher_test	Miller Fisher test	"The Miller Fisher test is a diagnostic procedure used to confirm suspected normal pressure hydrocephalus (NPH). The Miller Fisher test confirms NPH if the removal of 30 mL of cerebrospinal fluid (CSF) results in clinical improvement of NPH symptoms. Diagnosis of NPH is usually first led by a lumbar puncture, followed by the evaluation of clinical response to removal of CSF. This can be followed by a CT, MRI, and continuous external lumbar CSF drainage during 3 or 4 days. Lumbar puncture is usually the first step in diagnosis of NPH and the opening pressure measured carefully. In most cases, CSF pressure is usually above 155 mmH2O. Clinical improvement after removal of CSF (30 mL or more) has a high predictive value for subsequent success with shunting. This is called the ""lumbar tap test"" or ""Miller Fisher test"". A ""negative"" test has a very low predictive accuracy, as many patients may improve after a shunt in spite of lack of improvement after CSF removal."
http://dbpedia.org/resource/Phonomyography	Phonomyography	Phonomyography (PMG) (also known as acoustic myography, sound myography, vibromyography, and surface mechanomyogram) is a technique to measure the force of muscle contraction by recording the low frequency sounds created during muscular activity. Although less precise than the more traditional mechanomyography, it is considerably easier to set up. The signal is measured using condenser microphone elements, piezoelectric sensors, accelerometers, or a combination of sensors attached to the skin. Hydrophones have also been used to measure muscles immersed in water. The sound created by muscle movement can be heard with the ear pressed up to a contracting muscle, but most of the energy is low frequency, below 20Â Hz, making it inaudible infrasound. Electromyography signals are typically bandpass filtered from 10 Hz to 500Â Hz, by comparison. PMG signals are limited to 5Â Hz to 100Â Hz in some experiments. Orizio states that the low-frequency response of the sensor is the most important feature, and should go as low as 1Â Hz. Muscle sounds were first described in print by the Jesuit scientist Francesco Maria Grimaldi in a posthumous publication of 1665, which influenced the work of the English physician William Hyde Wollaston and the German scientist Paul Erman. The latter enlisted the aid of RenÃ© Laennec. Mechanical amplification was first employed by Hermann von Helmholtz. The past two centuries of repeated rediscovery and neglect of the phenomenon were summarised by Stokes and Blythe in 2001.
http://dbpedia.org/resource/GeneXpert_MTB/RIF	GeneXpert MTB/RIF	The Xpert MTB/RIF is a cartridge-based, automated diagnostic test that can identify Mycobacterium tuberculosis (MTB) and resistance to rifampicin (RIF). It was co-developed by the laboratory of Professor David Alland at the University of Medicine and Dentistry of New Jersey (UMDNJ). , Cepheid, Inc. and Foundation for Innovative New Diagnostics, with additional financial support from the US National Institutes of Health (NIH). In December 2010, the World Health Organization (WHO) endorsed the Xpert MTB/RIF for use in TB endemic countries and declared it a major milestone for global TB diagnosis. This followed 18 months of rigorous assessment of its field effectiveness in TB, MDR-TB and TB/HIV co-infection. This test, and others that are likely to follow, have the potential to revolutionize the diagnosis of TB.
http://dbpedia.org/resource/Throat_culture	Throat culture	A throat culture is a laboratory diagnostic test to find a bacterial or fungal infection in the throat. Sampling is performed by throat swab, and the sample is put in a special cup (culture) that allows infections to grow. If an infection grows, the culture is positive. The type of infection is found using a microscope, chemical tests, or both. If no infection grows, the culture is negative. Examples of infections that may be found during a throat culture include: Candida albicans This fungus causes thrush, an infection of the mouth and tongue and sometimes of the throat. See a picture of thrush in the mouth. Template:Where? Group A streptococcus This bacteria can cause strep throat, scarlet fever, and rheumatic fever. If strep throat is likely, a test called a rapid strep test (or quick strep) may be done before a throat culture. With a rapid strep test, results are ready in 10 minutes instead of 1 to 2 days with a throat culture. If the rapid strep test results are positive, antibiotics can be started immediately. A throat culture is more accurate than the rapid strep test. The rapid strep test can give false-negative results even when strep bacteria are present. When the results of a rapid strep test are negative, many health professionals recommend doing a throat culture to make sure that strep throat is not present. Neisseria meningitidis This bacteria can cause meningitis. If bacteria grows in the culture, other tests may be done to check which antibiotic will treat the infection best. This is called susceptibility or sensitivity testing.
http://dbpedia.org/resource/DecisionDx-UM	DecisionDx-UM	DecisionDx-UM is a prognostic test that accurately determines the metastatic risk associated with ocular melanoma tumors of the eye. Ocular melanoma is a term commonly used to describe tumors of the uveal tract such as uveal melanoma, choroidal melanoma, ciliary body melanoma, and iris melanoma. The DecisionDx-UM test was clinically validated on these tumors of the uveal tract. DecisionDx-UM assesses the gene expression profile (GEP) of a subset of genes which are differentially expressed in primary tumor cells compared to cells that have undergone transformation to a metastatic phenotype. The test classifies tumors as Class 1A (low metastatic risk), Class 1B (long-term metastatic risk), or Class 2 (immediate, high metastatic risk). Also referred to as the gene expression profile, the test has been directly compared to all other clinical and pathologic factors, such as chromosome 3 status (monosomy 3), cytopathology and tumor size and the DecisionDx-UM test was shown to be more accurate than these other factors. The DecisionDx-UM test has become standard of care in the majority of ocular oncology centers in the U.S. and is recommended by the American Joint Committee on Cancer (AJCC). The AJCC recommends this testing for all patients with a diagnosis of uveal melanoma as the results are â€˜clinically significantâ€™. Accurate results are achieved using both fine needle aspirate biopsies (FNAB) or formalin fixed, paraffin embedded (FFPE) tumor tissue. The prognostic information provided by DecisionDx-UM helps physicians and their patients make individualized decisions about the surveillance and therapeutic options that are most appropriate. The DecisionDx-UM test was exclusively licensed from Washington University in St. Louis and is only available through Castle Biosciences, Incorporated.
http://dbpedia.org/resource/Central_venous_pressure	Central venous pressure	Central venous pressure (CVP) describes the pressure of blood in the thoracic vena cava, near the right atrium of the heart. CVP reflects the amount of blood returning to the heart and the ability of the heart to pump the blood into the arterial system. It is a good approximation of right atrial pressure, which is a major determinant of right ventricular end diastolic volume. CVP has been, and often still is, used as a surrogate for preload, and changes in CVP in response to infusions of intravenous fluid have been used to predict volume-responsiveness (i.e. whether more fluid will improve cardiac output). However, there is increasing evidence that CVP, whether as an absolute value or in terms of changes in response to fluid, does not correlate with ventricular volume or volume-responsiveness, and so should not be used to guide intravenous fluid therapy. Nevertheless, CVP monitoring is a useful tool to guide hemodynamic therapy.
http://dbpedia.org/resource/Saliva_hormone_testing	Saliva hormone testing	Saliva hormone testing is an effort to determine the amount of hormones found in saliva. Though promoted as an accurate way of determining hormone levels in the body, it does not represent either the amount of hormones in the blood, or their biological activity. Saliva testing is often used as part of bioidentical hormone replacement therapy, though it has been criticized for being expensive, unnecessary and meaningless.
http://dbpedia.org/resource/Virus_counter	Virus counter	The Virus Counter is an instrument for rapid quantification of viruses in liquid samples. It is a specialized flow cytometer that uses high-sensitivity fluorescence detection to give a direct measurement of the concentration of virus particles in a fraction of the time required for traditional plaque assays.
